Kategori,Başlık,İçerik,Tarih
Kişisel,Hafta sonu mangal partisine ne dersiniz? Bekliyoruz!,"Selam canım, cumartesi akşamı bizim bahçede mangal yapıyoruz. Hava da güzel olacakmış. Sen de gelsene, hem biraz laflarız. Yanında bir şey getirmene gerek yok, her şey bizden. Haberini bekliyorum, öpüyorum!",2025-11-01 18:54:51
Kişisel,Doğum günün kutlu olsun canım arkadaşım!,"Nice mutlu, sağlıklı ve harika yaşlara! Umarım yeni yaşında tüm dileklerin gerçek olur. Akşam kutlamada görüşmek üzere. Seni çok seviyorum, kocaman öpücükler!",2025-11-01 18:54:51
Kişisel,Geçen günkü filmi izledin mi? Mutlaka konuşmalıyız!,Kanka sana söylediğim filmi sonunda izledim ve aklım çıktı! Özellikle sonu hakkında senin de yorumlarını çok merak ediyorum. Müsait olduğun bir ara ararsan süper olur. Mutlaka çekiştirmemiz lazım.,2025-11-01 18:54:51
Kişisel,"Annemlerin selamı var, hafta sonu kahveye bekliyorlar.","Merhaba ablacığım, bugün annemlerle konuştum. Seni çok özlemişler. Eğer pazar günü işin yoksa öğleden sonra onlara bir kahve içmeye uğrayabilir misin diyorlar. Bana haber edersin, öptüm.",2025-11-01 18:54:51
Kişisel,Tatil fotoğraflarını sonunda yükledim!,"Selamlar herkese, geçen haftaki harika tatilimizin fotoğraflarını sonunda bulut hesabına yükleyebildim. Linki ekliyorum, istediğiniz gibi indirebilirsiniz. O komik anları tekrar görünce çok güldüm. Tekrar gidelim!",2025-11-01 18:54:51
Kişisel,"Geçmiş olsun, umarım şimdi daha iyisindir.","Canım, hasta olduğunu duydum ve çok üzüldüm. Umarım çabucak toparlarsın. Bir şeye ihtiyacın olursa çekinmeden ara lütfen, hemen gelirim. Kendine çok iyi bak, bol bol dinlen.",2025-11-01 18:54:51
Kişisel,"Yeni eve taşındık, bir ara uğrasanıza!","Nihayet yeni evimize yerleştik! Her yer koli içinde ama en azından artık bir adresimiz var. Önümüzdeki hafta sonu bir kahve içmeye bekleriz, hem evi de görmüş olursunuz. Çok öpüyoruz.",2025-11-01 18:54:51
Kişisel,"Konser biletlerini aldım, haberin olsun!","O çok istediğimiz grubun konser biletleri satışa çıkmış, hemen ikimize de aldım! Tarih önümüzdeki ayın 15'i. Detayları sonra konuşuruz, şimdiden heyecanlandım! Harika olacak!",2025-11-01 18:54:51
Kişisel,Yarın akşamki yemek planı iptal mi oldu?,"Selam, yarın akşam için sözleşmiştik ama senden hiç ses çıkmadı. Bir aksilik mi var? Eğer plan hala geçerliyse bana haber verir misin? Ona göre kendimi ayarlayacağım. Görüşmek üzere.",2025-11-01 18:54:51
Kişisel,"Teşekkür ederim, hediyene bayıldım!","Canım benim, doğum günüm için gönderdiğin hediye için çok teşekkür ederim! Tam da ihtiyacım olan şeydi, çok ince düşünmüşsün. Beni ne kadar mutlu ettiğini anlatamam. En kısa zamanda görüşelim.",2025-11-01 18:54:51
Kişisel,Acil yardımına ihtiyacım var! Hangi elbiseyi giysem?,"Yarın akşamki davet için iki elbise arasında kaldım, acilen moda polisine ihtiyacım var! Fotoğraflarını şimdi sana gönderiyorum, lütfen hangisinin daha iyi olduğuna karar vermeme yardım et. Cevabını bekliyorum!",2025-11-01 18:54:51
Kişisel,Sana anlatmam gereken çok komik bir şey oldu.,"Bugün başıma öyle komik bir olay geldi ki anlatmasam olmaz. Müsait olduğunda hemen beni ara, gülmekten karnın ağrıyacak garantisi veriyorum. Meraktan çatlama diye yazıyorum. :)",2025-11-01 18:54:51
Kişisel,Mezuniyetin için tebrikler! Seninle gurur duyuyoruz!,"Canım kardeşim, mezuniyet haberini aldık ve çok sevindik! O kadar çok çalıştın ve sonunda başardın. Seninle ne kadar gurur duysak azdır. Kutlamak için yakında bir araya gelelim. Kocaman öpücükler.",2025-11-01 18:54:51
Kişisel,Eski fotoğraflara bakıyordum da aklıma sen geldin.,Eski albümleri karıştırırken lise yıllığındaki fotoğraflarımıza denk geldim. Ne kadar komik ve ne kadar gençmişiz! O günleri hatırlayınca yüzümde bir tebessüm oluştu. Bir ara buluşup anıları yad edelim.,2025-11-01 18:54:51
Kişisel,"O istediğin kitabı buldum, sana ayırdım.",Geçen gün konuştuğumuz ve baskısı olmadığını söylediğin kitabı tesadüfen bir sahafta buldum! Hemen senin için aldım. Ne zaman istersen gelip alabilirsin. Eminim çok sevineceksin.,2025-11-01 18:54:51
Kişisel,"Bu pazar kahvaltıya bize gelin, bekliyoruz.","Selamlar, bu pazar sabahı için bir planınız yoksa size harika bir teklifimiz var. Gelin kahvaltıyı birlikte yapalım, uzun zamandır görüşemedik. Çocuklar da birlikte oynamış olur. Haberleşiriz.",2025-11-01 18:54:51
Kişisel,Nişan haberinize ne kadar sevindiğimi anlatamam!,"Canım arkadaşlarım, nişanlandığınızı duyunca havalara uçtum! Birbirinize o kadar yakışıyorsunuz ki... Sonsuz mutluluklar dilerim. En kısa zamanda kutlamaya geliyorum! Kocaman tebrikler!",2025-11-01 18:54:51
Kişisel,"Bebek çok tatlı, maşallah! Allah analı babalı büyütsün.","Bebeğinizin fotoğrafını gördüm, o kadar güzel ki! Allah sağlıkla, mutlulukla büyütmeyi nasip etsin. Gözünüz aydın. Biraz toparlanınca ziyarete gelmek istiyoruz. Sevgiler.",2025-11-01 18:54:51
Kişisel,Akşam için film önerin var mı?,"Kanka bu akşam evdeyim ve güzel bir film izlemek istiyorum ama ne izleyeceğime karar veremedim. Senin zevkine güvenirim, son zamanlarda izleyip de çok beğendiğin bir film var mı? Şimdiden teşekkürler.",2025-11-01 18:54:51
Kişisel,Senden aldığım borcu ne zaman geri vereyim?,"Selam, geçen hafta senden aldığım borç için tekrar teşekkürler. Elim biraz rahatladı, istersen yarın hesabına gönderebilirim. Bana IBAN bilgilerini atman yeterli. Tekrar sağ ol.",2025-11-01 18:54:51
Kişisel,Yaz tatili için plan yapmaya başlayalım mı artık?,"Havalar ısındı, benim de aklıma tatil planları düştü. Geçen sene konuştuğumuz o Ege tatilini bu yaz yapsak mı artık? Oturup bir beyin fırtınası yapalım diyorum. Ne dersin?",2025-11-01 18:54:51
Kişisel,"Ev anahtarını nereye bıraktığımı hatırlamıyorum, sende mi kaldı?",Bir saattir evin yedek anahtarını arıyorum ama bulamadım. En son sen bizden çıkarken almış mıydın diye bir sorayım dedim. Eğer sendeyse büyük bir dertten kurtulacağım. Acil haber bekliyorum.,2025-11-01 18:54:51
Kişisel,Bu akşamki maçı bizde izlemeye ne dersin?,"Selam abi, bu akşam derbi var biliyorsun. Bizimkilerle toplanıp bizde izleyeceğiz. Atıştırmalıklar ve içecekler hazır. Sen de gel, ortam şenlensin. Kaçırma bu maçı!",2025-11-01 18:54:51
Kişisel,Yeni işin hayırlı olsun! Çok sevindim.,"Yeni işe başladığını duydum, tebrik ederim! Tam da istediğin gibi bir yer olduğunu umuyorum. Çok daha iyi yerleri hak ediyorsun. Başarıların daim olsun. Kutlamak için bir yemek yiyelim.",2025-11-01 18:54:51
Kişisel,Misafirperverliğiniz için çok teşekkür ederiz.,Dün akşamki harika yemek ve o güzel sohbet için çok teşekkürler. Her şey o kadar lezzetliydi ki... Sizinle vakit geçirmek bize her zaman çok iyi geliyor. En kısa zamanda tekrar görüşmek dileğiyle.,2025-11-01 18:54:51
Kişisel,Annem o günkü kekin tarifini istiyor.,"Merhaba canım, geçen hafta bize geldiğinde yaptığın o havuçlu kekin tadı annemin damağında kalmış. Eğer zahmet olmayacaksa tarifini rica ediyor. Şimdiden teşekkürler, öpüyorum.",2025-11-01 18:54:51
Kişisel,"Unutma, yarın sabah erken buluşuyoruz.","Sadece bir hatırlatma yapmak istedim. Yarın sabahki yürüyüş için saat 8'de sahilin girişinde buluşuyoruz. Sakın geç kalma, alarmını kurmayı unutma! Görüşürüz.",2025-11-01 18:54:51
Kişisel,"Senin fikrine ihtiyacım var, bir bakar mısın?","Yeni bir blog yazısı yazdım ama yayınlamadan önce bir de senin gözünle bakmanı istedim. Sence nasıl olmuş? Ekleme veya çıkarma yapmam gereken bir yer var mı? Linki gönderiyorum, yorumlarını bekliyorum.",2025-11-01 18:54:51
Kişisel,"Kusura bakma telefonunu açamadım, toplantıdaydım.","Canım aradığını gördüm ama tam toplantının ortasındaydım, o yüzden bakamadım. Kusura bakma lütfen. Önemli bir şey miydi? Müsait olunca tekrar arayacağım. Öptüm.",2025-11-01 18:54:51
Kişisel,Yılbaşı partisini bu sene bizde yapıyoruz!,"Herkese selam! Bu yılbaşını hep birlikte geçirelim dedik ve partiyi bizim evde yapmaya karar verdik. Yemekler, müzik, oyunlar... her şey hazır olacak. Sadece eğlencenizi alıp gelin! Detayları sonra konuşuruz.",2025-11-01 18:54:51
Kişisel,Kardeşimin düğününe kesin geliyorsun değil mi?,"Düğün tarihi yaklaşıyor, bir teyit edelim istedim. Kesin geliyorsun değil mi? Senin orada olman benim için çok önemli. Lütfen bir aksilik olmasın. Cevabını bekliyorum, sensiz olmaz.",2025-11-01 18:54:51
Kişisel,Oyun gecesi yapalım mı? Çok özledim.,"Selam ekip, uzun zamandır toplanıp şöyle güzel bir kutu oyunu gecesi yapmadık. Bu cumartesi akşamı herkes müsaitse bizde buluşalım diyorum. Özledim valla o rekabeti ve kahkahaları.",2025-11-01 18:54:51
Kişisel,Balkondaki çiçeklerim için yardım!,Tatile çıkıyorum ama çiçeklerimi emanet edecek kimseyi bulamadım. Senden rica etsem iki günde bir uğrayıp sulayabilir misin? Anahtarı sana bırakırım. Beni büyük bir dertten kurtarmış olursun.,2025-11-01 18:54:51
Kişisel,"Son konuşmamız biraz gergin bitti, üzgünüm.","Dün telefonda biraz tartıştık, sesimi yükselttiğim için gerçekten üzgünüm. O anki stresle oldu, kesinlikle seni kırmak istememiştim. Müsait bir zamanda yüz yüze konuşup tatlıya bağlayalım mı?",2025-11-01 18:54:51
Kişisel,"Baba, nasılsın? Her şey yolunda mı?","Babacığım, sadece bir selam verip nasıl olduğunu sormak istedim. Umarım her şey yolundadır ve sağlığın iyidir. Anneme de selamlarımı söyle. Sizi çok özledim. En kısa zamanda arayacağım. Sevgiler.",2025-11-01 18:54:51
Kişisel,"Tavsiye ettiğin diziye başladım, harikaymış!",Sonunda bana önerdiğin o diziye başlama fırsatı buldum. Daha ilk bölümden bayıldım! Neden bu kadar bekledim ki... Harika bir tavsiye için teşekkürler. Bitirince üzerine uzun uzun konuşalım.,2025-11-01 18:54:51
Kişisel,Arabayı servise götürdün mü?,"Hayatım, arabanın bakım zamanı gelmişti, servise götürebildin mi? Eğer vaktin olmadıysa hafta sonu ben ilgilenebilirim. Sadece haber ver yeter. Öpüyorum.",2025-11-01 18:54:51
Kişisel,Grup hediyesi için para toplamaya başladık.,"Ayşe'nin doğum günü için ortak hediye alıyoruz ya, ben para toplamaya başladım. Kişi başı 150 TL düşüyor. Bana EFT yapabilirsin. Ne alacağımıza da karar verince haber ederim.",2025-11-01 18:54:51
Kişisel,Kedim bir haftalığına sana misafir olabilir mi?,"Canım, biliyorum çok ani oldu ama bir haftalığına şehir dışına çıkmam gerekiyor ve kedime bakacak kimse yok. Acaba bu sürede sana misafir olabilir mi? Tüm maması ve eşyalarıyla getireceğim.",2025-11-01 18:54:51
Kişisel,Sadece seni düşündüğümü bil istedim.,"Bugün nedensizce aklıma geldin. Umarım her şey yolundadır ve keyfin yerindedir. Sadece içimden bir merhaba demek geldi. Kendine iyi bak, en kısa zamanda bir kahve içelim.",2025-11-01 18:54:51
Kişisel,Doğum günü sürprizi için yardımına ihtiyacım var!,Ali'nin doğum günü için sürpriz bir parti organize ediyorum ve senin de bu işin içinde olman lazım! Mekanı ayarlamak ve insanları organize etmek için yardıma ihtiyacım var. Detaylar için seni arayacağım.,2025-11-01 18:54:51
Kişisel,"Verdiğin kitap bitti, harikaydı!",Ödünç verdiğin kitabı dün gece bitirdim. Ne kadar sürükleyici ve etkileyici bir hikayeydi. Okumam için verdiğin için çok teşekkürler. En kısa zamanda sana geri getireceğim.,2025-11-01 18:54:51
Kişisel,Bu yazıyı okuyunca aklıma direkt sen geldin.,"İnternette gezinirken tam bizim konuştuğumuz konuyla ilgili bir makaleye denk geldim. Okuyunca hemen aklıma sen geldin, ilgini çeker diye düşündüm. Linkini ekliyorum. Okuyunca konuşalım.",2025-11-01 18:54:51
Kişisel,Piknik için en güzel yer neresi sence?,"Hava tam piknik havası, hafta sonu için bir organizasyon yapalım diyorum. Sence bu civardaki en güzel, en sakin piknik alanı neresi? Senin bu konudaki tecrübelerine güveniyorum. Önerilerini bekliyorum.",2025-11-01 18:54:51
Kişisel,Evlilik yıldönümünüz kutlu olsun!,"Canım dostlarım, birlikte nice mutlu yıllarınız olsun! Birbirinize olan sevginiz ve saygınız hiç bitmesin. Evlilik yıldönümünüzü en içten dileklerimle kutluyorum. Sizi seviyoruz!",2025-11-01 18:54:51
Kişisel,Toplantı nasıl geçti? Merak ettim.,"Bugün önemli bir sunumun vardı, aklım sabahtan beri sendeydi. Nasıl geçti? Umarım her şey istediğin gibi olmuştur. Müsait olunca kısaca bir haber ver lütfen, merakla bekliyorum.",2025-11-01 18:54:51
Kişisel,Çocukların okul durumu nasıl gidiyor?,"Selam, uzun zamandır görüşemedik. Çocuklar nasıl, okulları nasıl gidiyor? Bizimki bu sene biraz zorlanıyor da, belki sizin bir tavsiyeniz olur diye danışmak istedim. Bir ara konuşalım mı?",2025-11-01 18:54:51
Kişisel,Artık şu diyete birlikte başlasak mı?,"Kanka tek başıma diyete başlayıp sürdüremiyorum. Diyorum ki bu pazartesiden itibaren birbirimizi motive ederek birlikte başlasak? En azından yürüyüşlere falan da beraber çıkarız. Ne dersin, var mısın?",2025-11-01 18:54:51
Kişisel,Unuttuğun şemsiyen hala bende.,Geçen yağmurlu günde bizde unuttuğun şemsiye hala kapının arkasında duruyor. Lazım olursa haberin olsun diye yazıyorum. İstersen ben sana getirebilirim ya da sen bir ara uğrayıp alabilirsin.,2025-11-01 18:54:51
Kişisel,Babalar günün kutlu olsun canım babam!,"Canım babam, her zaman yanımda olduğun ve bana destek olduğun için sana minnettarım. Babalar günün kutlu olsun. Seni çok ama çok seviyorum. Akşam arayacağım. Kocaman öptüm.",2025-11-01 18:54:51
Kişisel,Sana harika bir haberim var!,Hemen anlatmam lazım! O başvurduğum işe kabul edildim! O kadar mutluyum ki yerimde duramıyorum. Bu haberi ilk seninle paylaşmak istedim. Akşam kutlamak için bir şeyler yapalım mı?,2025-11-01 18:54:51
Kişisel,"Çok yorgunum, bu akşamki planı erteleyebilir miyiz?","Canım, biliyorum bu akşam için sözleşmiştik ama bugün işte o kadar yoruldum ki gözümü açamıyorum. Çok özür dileyerek bu akşamki buluşmamızı başka bir güne erteleyebilir miyiz? Telafi edeceğim.",2025-11-01 18:54:51
Kişisel,Marketten bir şeye ihtiyacın var mı?,"Selam, iş çıkışı markete uğrayacağım. Sen evdesin sanırım. Evde eksik bir şey var mı, sana da almamı istediğin bir şey olursa bana yazabilirsin. Yaklaşık yarım saate orada olurum.",2025-11-01 18:54:51
Kişisel,"Kaybınız için çok üzüldüm, başınız sağ olsun.",Aldığım acı haberle gerçekten çok sarsıldım ve üzüldüm. Size ve ailenize sabır ve başsağlığı diliyorum. Bu zor zamanınızda aklımız ve dualarımız sizinle. Her zaman yanınızdayız.,2025-11-01 18:54:51
Kişisel,Kayak tatili için otel rezervasyonunu yaptım!,"Müjde! O konuştuğumuz otelde tam istediğimiz tarihler için yer buldum ve rezervasyonu yaptım. Şimdi bize sadece bavulları hazırlamak kalıyor. Harika bir tatil bizi bekliyor, çok heyecanlıyım!",2025-11-01 18:54:51
Kişisel,Yeni araban hayırlı uğurlu olsun!,"Yeni arabanı aldığını gördüm, çok sevindim. Hayırlı olsun, kazasız belasız güzel günlerde kullan inşallah. Rengi de çok yakışmış. Bir ara bir tur atalım artık! :)",2025-11-01 18:54:51
Kişisel,O eski bilgisayar oyununu buldum!,"Geçen gün konuştuğumuz ve çocukken saatlerce oynadığımız o bilgisayar oyununu hatırlıyor musun? İnternette çalışan bir versiyonunu buldum! İstersen sana da linkini atayım, bir nostalji yaparız.",2025-11-01 18:54:51
Kişisel,Senin desteğin benim için çok değerli.,"Bu zorlu süreçte bana verdiğin destek ve söylediğin güzel sözler için sana ne kadar teşekkür etsem az. Varlığını bilmek bile bana güç veriyor. İyi ki hayatımdasın, iyi ki varsın.",2025-11-01 18:54:51
Kişisel,Lütfen bana o fotoğrafı gönder.,Dün akşam yemekte çektiğimiz o grup fotoğrafı çok güzel çıkmış. Rica etsem bana orijinal halini gönderebilir misin? Sosyal medyada paylaşmak istiyorum da. Şimdiden teşekkürler.,2025-11-01 18:54:51
Kişisel,Anneler günün kutlu olsun sultanım!,"Canım annem, benim için yaptığın her şey için sana minnettarım. Hakkını asla ödeyemem. Anneler günün kutlu olsun. Dünyanın en iyi annesi sensin! Seni çok seviyorum.",2025-11-01 18:54:51
Kişisel,Bu akşam evde misin? Bir uğrayacağım.,"Selam, bu akşam iş çıkışı senin evin oralardan geçeceğim. Eğer evdeysen ve müsaitsen bir kahve içimlik uğramak istiyorum. Çok uzun kalmam, sadece iki lafın belini kırarız. Haber bekliyorum.",2025-11-01 18:54:51
Kişisel,"Bayramınız mübarek olsun, sevgiler.","Sevgili ailem, Ramazan Bayramınızı en içten dileklerimle kutlarım. Sevdiklerinizle birlikte nice mutlu, huzurlu ve sağlıklı bayramlar geçirmeniz dileğiyle. Hepinizi çok öpüyorum.",2025-11-01 18:54:51
Kişisel,O bahsettiğin tamirci hala orada mı?,"Selam, telefonumun ekranı kırıldı ve aklıma senin bahsettiğin o güvenilir telefon tamircisi geldi. Hala aynı yerde mi, bir de telefon numarası varsa bana gönderebilir misin? Teşekkürler.",2025-11-01 18:54:51
Kişisel,Yeni saç rengin harika olmuş!,"Az önce fotoğrafını gördüm, yeni saç rengine bayıldım! Sana o kadar yakışmış ki... Çok daha canlı ve enerjik görünüyorsun. Gerçekten harika bir seçim olmuş, güle güle kullan.",2025-11-01 18:54:51
Kişisel,Yolculuk nasıl gidiyor? Ulaştın mı?,"Sabah yola çıkmıştın, merak ettim. Yolculuk nasıl geçiyor, bir sorun yoktur umarım. Gideceğin yere vardığında bana bir haber ver olur mu? Hayırlı yolculuklar, dikkatli git.",2025-11-01 18:54:51
Kişisel,Sinema planımız ne oldu?,Bu hafta sinemaya gidecektik diye hatırlıyorum ama hangi gün ve hangi filme gideceğimizi netleştirmedik. Programına bir bakıp bana haber verir misin? Biletler tükenmeden alalım.,2025-11-01 18:54:51
Kişisel,Yaptığın kurabiyeler efsaneydi!,Dün getirdiğin o tuzlu kurabiyelerin tadı hala damağımda. Hayatımda yediğim en güzel kurabiyelerdi diyebilirim. Lütfen o tarifin sırrını benimle de paylaş! Ellerine sağlık canım.,2025-11-01 18:54:51
Kişisel,Kuzenim bir haftalığına bize geliyor.,"Haberin olsun, önümüzdeki hafta kuzenim Almanya'dan geliyor ve bir hafta bizde kalacak. Belki hafta sonu hep birlikte bir yerlere gideriz diye düşündüm. Sana da uyar mı?",2025-11-01 18:54:51
Kişisel,Artık şu evi toparlamanın zamanı gelmedi mi?,"Canım ev arkadaşım, biliyorum ikimiz de çok yoğunuz ama evin hali gerçekten içler acısı. Bu hafta sonu kendimize bir gün ayıralım ve adam akıllı bir temizlik yapalım diyorum. Ne dersin?",2025-11-01 18:54:51
Kişisel,Keman kursuna yazıldım!,Sana harika bir haberim var! O uzun zamandır ertelediğim keman çalma hayalime sonunda ilk adımı attım ve bir kursa yazıldım. Çok heyecanlıyım! Gelişmelerden seni haberdar ederim.,2025-11-01 18:54:51
Kişisel,"Çok güzel bir haber aldım, paylaşmak istedim.",Kardeşimin bebeği olacakmış! Daha çok yeni ama o kadar mutlu oldum ki bu güzel haberi seninle de paylaşmak istedim. Teyze oluyorum sonunda! Sevincimi paylaşmak istedim sadece.,2025-11-01 18:54:51
Kişisel,"Lütfen moralini bozma, her şey düzelecek.","İş yerinde canını sıkan olayı anlattın ya, aklım sende kaldı. Lütfen kendini üzme, sen elinden geleni yapıyorsun. Bu zor günlerin de geçeceğine eminim. Bir şeye ihtiyacın olursa ben buradayım.",2025-11-01 18:54:51
Kişisel,O gün için sana gerçekten çok kırıldım.,Biliyorum üzerinden zaman geçti ama içimde kalsın istemiyorum. O günkü partide söylediğin sözler beni gerçekten çok kırdı. Belki farkında değildin ama bilmeni istedim. Bunu konuşmalıyız.,2025-11-01 18:54:51
Kişisel,Bahar temizliği için yardıma gelir misin?,Bu pazar büyük bir bahar temizliğine girişiyorum ama tek başıma altından kalkmam imkansız gibi. Eğer işin yoksa gelip yardım edersen çok sevinirim. Sonrasında da güzel bir yemeği hak ederiz!,2025-11-01 18:54:51
Kişisel,Büyük gün için çok heyecanlıyım!,"Yarın sonunda o büyük gün! Sunumun için o kadar çok çalıştın ki... Ben senden daha heyecanlıyım sanırım. Her şeyin harika geçeceğine eminim. Şimdiden bol şans diliyorum, kalbim seninle!",2025-11-01 18:54:51
Kişisel,"Evde süt bitmiş, gelirken alır mısın?","Aşkım, tam kahve yapacaktım ki evde hiç süt kalmadığını fark ettim. İşten gelirken 1 litre süt alabilir misin acaba? Çok teşekkür ederim, öpüyorum.",2025-11-01 18:54:51
Kişisel,Kitap kulübü için bu ay ne okuyoruz?,"Selamlar, bu ayki kitap kulübü buluşmamız yaklaşıyor ama ben hangi kitabı okuyacağımızı kaçırdım sanırım. Bana kitabın adını ve yazarını tekrar söyleyebilir misin? Hemen alıp okumaya başlayayım.",2025-11-01 18:54:51
Kişisel,Senin gibi bir dosta sahip olduğum için çok şanslıyım.,"Sadece içimden geldi. Ne zaman ihtiyacım olsa yanımda olduğunu, beni yargılamadan dinlediğini biliyorum. Senin gibi bir arkadaşa sahip olduğum için kendimi çok şanslı hissediyorum. İyi ki varsın.",2025-11-01 18:54:51
Kişisel,Bu akşamki plan için hazır mısın?,"Akşamki konser için her şey tamam mı? Biletler sende, ben de arabayla gelip seni alacağım. Saat 8 gibi kapında olurum. Çok eğleneceğiz, enerjini topla!",2025-11-01 18:54:51
Kişisel,Yarışmada birinci olduğuna inanamıyorum! Tebrikler!,"Az önce sonuçları gördüm, birinci olmuşsun! O kadar sevindim ve gurur duydum ki! Bütün emeklerinin karşılığını aldın. Kocaman tebrikler, bunu en kısa zamanda kutlamalıyız!",2025-11-01 18:54:51
Kişisel,Hafta sonu için planın nedir?,"Selam, hafta sonu için bir plan yaptın mı merak ettim. Eğer bir programın yoksa ve hava da güzel olursa şöyle bir sahil kenarına inip kahve içelim diyorum. Ne dersin?",2025-11-01 18:54:51
Kişisel,Bu şarkıyı dinleyince aklıma direkt sen geldin.,"Radyoda öyle bir şarkı çaldı ki direkt bizim lise yıllarımız aklıma geldi. O günleri, o anıları hatırlattı bana. Linkini sana da gönderiyorum, eminim sen de aynı şeyleri hissedeceksin.",2025-11-01 18:54:51
Kişisel,O ceket sana çok yakışmış!,Paylaştığın son fotoğrafta üzerindeki ceket gözüme takıldı. Rengi ve modeli sana o kadar yakışmış ki... Nereden aldığını sorsam çok mu olur? Ben de öyle bir şey arıyordum.,2025-11-01 18:54:51
Kişisel,Büyükbabamın durumu biraz daha iyi.,"Sorduğun için teşekkürler, büyükbabam hastaneden çıktı ve şimdi evde dinleniyor. Durumu düne göre çok daha iyi. Dualarınız ve iyi dilekleriniz için hepinize çok teşekkür ederiz.",2025-11-01 18:54:51
Kişisel,"Şehir dışından misafirlerim geliyor, haberin olsun.",Bu hafta sonu şehir dışından kuzenlerim geliyor. O yüzden bizim buluşma planını bir sonraki haftaya erteleyebilir miyiz? Onlar gittikten sonra daha rahat görüşürüz. Anlayışın için teşekkürler.,2025-11-01 18:54:51
Kişisel,Apartman toplantısı ne zaman?,"Selam komşu, panoya bir kağıt asmışlar ama ben evden çıkarken okuyamadım. Apartman toplantısının ne zaman ve saat kaçta olduğunu bana yazabilir misin? Şimdiden teşekkürler.",2025-11-01 18:54:51
Kişisel,Seninle bir konu hakkında konuşmak istiyorum.,Müsait olduğun bir zamanda seninle özel bir konu konuşmak istiyorum. Biraz ciddi bir konu o yüzden telefonda değil de yüz yüze konuşsak daha iyi olur. Bana ne zaman uygun olduğunu söyler misin?,2025-11-01 18:54:51
Kişisel,Tatil için sabırsızlanıyorum!,Sadece 10 gün kaldı! Tatil planımızı düşündükçe yerimde duramıyorum. O kadar çok yoruldum ki bu kaçamak ikimize de ilaç gibi gelecek. Şimdiden gün saymaya başladım!,2025-11-01 18:54:51
Kişisel,Gelirken ekmek alır mısın?,"Canım, eve gelirken fırından iki tane taze ekmek alabilir misin? Ben yemeği hazırlıyorum, sen gelene kadar her şey hazır olur. Öpüyorum, dikkatli gel.",2025-11-01 18:54:51
Kişisel,Yeni yılın kutlu olsun! Mutlu seneler.,"Umarım yeni yıl sana ve sevdiklerine sağlık, mutluluk ve huzur getirir. Bütün hayallerinin gerçek olduğu harika bir yıl dilerim! Mutlu yıllar canım arkadaşım!",2025-11-01 18:54:51
Kişisel,Faturayı ödemeyi unutma.,"Sadece bir hatırlatma, bu ayki internet faturasının son ödeme günü yarın. Gözünden kaçmıştır diye haber vermek istedim. Unutma olur mu? Görüşürüz.",2025-11-01 18:54:51
Kişisel,"Çocuk hasta, bu hafta görüşemeyeceğiz sanırım.","Selam canım, bizim ufaklık dün geceden beri ateşli. Doktoru aradım, birkaç gün evde dinlenmesi gerekiyormuş. O yüzden bu haftaki buluşmamızı iptal etmemiz gerekecek. Kusura bakma, öpüyorum.",2025-11-01 18:54:51
Kişisel,Harika bir kamp yeri buldum!,"İnternette araştırırken tam bize göre, göl kenarında harika bir kamp alanı buldum! Fotoğrafları inanılmaz güzel. Önümüzdeki ay için bir hafta sonu planı yapalım mı? Detayları sana gönderiyorum.",2025-11-01 18:54:51
Kişisel,Birlikte spora yazılsak mı?,Tek başıma spora gitmeye çok üşeniyorum. Diyorum ki evin yakınındaki o salona birlikte yazılsak? Hem birbirimizi motive ederiz hem de daha eğlenceli olur. Bir düşün istersen.,2025-11-01 18:54:51
Kişisel,Nasılsın? Uzun zamandır sesin çıkmıyor.,"Epeydir senden haber alamadım, her şey yolundadır umarım. Yoğun olduğunu tahmin ediyorum ama bir merhaba demek istedim. Müsait olduğunda iki satır bir şeyler yaz, merak ettim.",2025-11-01 18:54:51
Spam,TEBRİKLER! Yılın Şanslı Kişisi Olarak Seçildiniz!,"Milyonlarca kişi arasından yapılan çekilişte 50.000 TL değerinde hediye çeki kazandınız! Ödülünüzü hemen almak için aşağıdaki linke tıklayın ve bilgilerinizi doğrulayın. Bu fırsat sadece 24 saat için geçerlidir, acele edin!",2025-11-01 18:56:50
Spam,Hesabınızda Şüpheli Bir Aktivite Tespit Edildi,"Sayın kullanıcı, banka hesabınıza yurt dışından yetkisiz bir giriş denemesi yapılmıştır. Güvenliğiniz için hesabınız geçici olarak dondurulmuştur. Hesabınızı yeniden aktifleştirmek için lütfen aşağıdaki bağlantıdan giriş yapın.",2025-11-01 18:56:50
Spam,Kargonuz Adres Yetersizliği Nedeniyle Teslim Edilemedi,TR78912345 takip numaralı gönderiniz adres bilgilerinizdeki eksiklik nedeniyle teslimat merkezimizde bekletilmektedir. Adresinizi güncellemek ve yeniden gönderim talep etmek için lütfen ekteki formu doldurunuz. 3 gün içinde işlem yapılmazsa iade edilecektir.,2025-11-01 18:56:50
Spam,Seni kaydettim. Bu mesajı görmezden gelme.,"Bilgisayarınıza erişim sağladım ve sizi uygunsuz sitelerde gezinirken kameranızdan kaydettim. Bu videoyu ailenize ve arkadaşlarınıza göndermemi istemiyorsanız, 24 saat içinde belirtilen cüzdana 500$ BTC gönderin. Polise giderseniz video anında yayılır.",2025-11-01 18:56:50
